"student_user_No","성별","지역","학교넘버","학교","학년","등급","수학점수"
78357,"F","경기도",1226,"범계중학교",477,473,5
78356,"F","",21,"기타",484,464,75
78354,"F","강원도",124,"버들초등학교",699,472,1
29265,"F","",21,"기타",479,472,NA
78348,"F","부산광역시",11924,"다대초등학교",7,473,85
78351,"F","경상남도",3177,"해인중학교",478,473,35
7394,"F","부산광역시",11924,"다대초등학교",7,472,92
7835,"M","경기도",12211,"하안북초등학교",7,472,8
76939,"M","경기도",29,"범계초등학교",7,473,1
47784,"M","인천광역시",553,"가좌중학교",477,471,1
52427,"F","대전광역시",331,"대전둔산여자고등학교",481,466,5
7448,"F","전라남도",158,"장성고등학교",48,463,88
76271,"F","서울특별시",74,"대원국제중학교",479,471,1
69531,"F","제주특별자치도",6364,"월랑초등학교",7,473,94
78341,"F","대구광역시",1221,"대구달서초등학교",699,472,81
78255,"F","경기도",1263,"산남중학교",477,472,85
582,"F","광주광역시",8355,"광주숭일고등학교",48,465,5
77833,"F","충청북도",11762,"앙성중학교",478,472,88
53535,"F","인천광역시",8391,"인천여자중학교",478,472,NA
78311,"F","경기도",859,"일산대진고등학교",481,464,25
52515,"F","경기도",964,"덕현고등학교",48,466,47
2661,"F","경기도",1215,"발산중학교",479,472,NA
73471,"F","광주광역시",162,"금호중앙여자고등학교",481,468,3
77967,"F","서울특별시",69,"대방중학교",479,471,99
74294,"F","광주광역시",139,"진남중학교",478,471,98
18138,"F","충청남도",114,"공주금성여자고등학교",481,462,NA
78313,"M","경기도",12216,"초지초등학교",699,473,56
78314,"F","경기도",2388,"안산호원초등학교",699,473,68
7314,"F","",21,"기타",481,464,69
539,"F","제주특별자치도",7353,"제주중앙여자고등학교",48,466,44
68554,"F","",21,"기타",484,464,NA
77719,"M","경상남도",3114,"진영중학교",478,472,91
77843,"F","제주특별자치도",3195,"서귀포여자중학교",478,471,1
7833,"F","경기도",1227,"둔전초등학교",7,472,96
73986,"F","울산광역시",955,"화봉중학교",477,472,92
4827,"F","경기도",876,"양일고등학교",48,463,93
78297,"F","경기도",2388,"안산호원초등학교",699,473,56
29215,"M","부산광역시",1226,"성도고등학교",48,462,NA
7796,"M","대구광역시",319,"대원고등학교",48,465,3
7556,"F","강원도",1872,"간동중학교",477,473,38
7835,"M","서울특별시",11342,"서울중앙고등학교",482,462,92
78182,"F","전라남도",1222,"순천조례초등학교",7,472,72
78269,"F","경기도",2589,"일산초등학교",7,473,68
7832,"F","대전광역시",1146,"대전둔원초등학교",699,472,9
7844,"F","울산광역시",857,"다운중학교",478,472,1
4961,"F","경상북도",2873,"포항여자중학교",478,473,9
783,"M","서울특별시",1527,"효문고등학교",48,464,67
74179,"F","광주광역시",9496,"문흥중학교",477,472,7
76864,"M","경기도",9813,"화홍고등학교",48,464,79
78288,"M","대전광역시",717,"대전법동중학교",479,472,54
1613,"F","충청남도",1252,"천안쌍용고등학교",48,466,NA
76356,"F","세종특별자치시",3451,"성남중학교",479,472,7
78287,"M","경상북도",574,"흥해남산초등학교",7,472,9
68694,"F","경상남도",3111,"진명여자중학교",477,472,77
78286,"F","",21,"기타",478,473,3
652,"M","전라북도",7668,"전주고등학교",48,462,85
7691,"M","경기도",1268,"삼숭중학교",477,472,85
78282,"F","대전광역시",2525,"대성여자고등학교",48,465,5
29674,"M","경상북도",1632,"김천생명과학고등학교",48,466,NA
77582,"F","충청남도",7291,"북일여자고등학교",481,465,72
77934,"F","대구광역시",11384,"대구유천초등학교",699,471,92
65795,"F","울산광역시",857,"다운중학교",478,472,33
78278,"F","충청남도",232,"온양여자중학교",478,472,89
6143,"F","충청남도",114,"공주금성여자고등학교",481,465,76
65849,"M","경상남도",1139,"김해분성고등학교",481,463,86
68856,"F","충청남도",3265,"천안가온중학교",477,472,74
78277,"M","인천광역시",1981,"재능고등학교",481,465,6
77316,"M","",21,"기타",484,463,NA
78276,"M","서울특별시",189,"성서중학교",477,472,8
68921,"F","경상북도",11475,"포항장흥초등학교",699,473,8
78195,"F","서울특별시",9344,"잠신중학교",479,471,1
69843,"F","충청남도",7753,"천안오성중학교",477,473,56
7873,"F","경기도",3282,"수원원일중학교",479,472,7
78274,"F","",21,"기타",477,471,NA
78271,"F","대구광역시",1154,"대구동성초등학교",7,471,8
5576,"M","",21,"기타",477,471,1
7827,"F","대전광역시",1215,"대전금동초등학교",7,472,1
78264,"F","강원도",1226,"일산초등학교",7,471,75
75877,"F","광주광역시",984,"금구중학교",477,473,36
757,"F","경기도",831,"천천중학교",477,472,9
78266,"F","경기도",2589,"일산초등학교",7,471,9
78265,"F","경상북도",2794,"옥계동부중학교",479,471,93
78262,"F","",21,"기타",479,471,95
5227,"F","",21,"기타",48,462,NA
671,"F","",21,"기타",478,472,8
7783,"F","대구광역시",8793,"대구강북초등학교",7,472,7
62197,"M","충청남도",1991,"삽교중학교",477,472,1
77927,"F","경기도",2424,"양주덕현초등학교",7,473,85
69718,"M","인천광역시",113,"인천석남초등학교",7,471,1
78252,"M","",21,"기타",477,471,NA
42958,"F","서울특별시",9798,"명덕여자고등학교",481,464,68
77735,"F","경기도",9954,"김포한가람중학교",479,472,85
68482,"F","경기도",11444,"한내초등학교",7,472,79
76435,"F","부산광역시",7468,"부산과학고등학교",48,467,38
78246,"F","광주광역시",6419,"광주 성덕초등학교",7,471,97
59769,"F","인천광역시",88,"숭덕여자고등학교",481,467,NA
78243,"F","",21,"기타",48,469,3
78242,"F","",21,"기타",48,468,42
6398,"M","부산광역시",7875,"해강고등학교",481,466,NA
75133,"F","부산광역시",866,"두실초등학교",7,472,1
78239,"F","",21,"기타",7,472,9
77726,"F","경상남도",8699,"양산제일고등학교",481,465,1
78238,"F","세종특별자치시",1224,"조치원교동초등학교",699,473,85
53825,"M","경기도",841,"광동고등학교",481,465,NA
34422,"F","경기도",7795,"봉담고등학교",481,466,NA
76958,"M","경기도",1686,"삼일공업고등학교",48,467,7
78234,"F","전라남도",8292,"강진중앙초등학교",7,473,52
78211,"F","서울특별시",7838,"강남중학교",479,471,NA
733,"F","서울특별시",146,"광영여자고등학교",481,465,78
77533,"F","충청남도",8134,"온양한올고등학교",48,465,68
4443,"F","서울특별시",382,"독산고등학교",481,465,NA
7823,"F","경기도",15,"이매고등학교",48,462,NA
7775,"F","경상남도",899,"마산가포고등학교",481,464,88
77855,"M","경기도",7362,"망포중학교",479,471,1
78224,"F","울산광역시",28,"달천고등학교",48,469,14
69314,"M","서울특별시",112,"단국대학교사범대학부속중학교",478,471,85
52177,"F","",21,"기타",481,465,8
72373,"F","서울특별시",18,"명지중학교",477,472,7
2326,"M","",21,"기타",48,462,NA
78222,"F","전라남도",83,"순천여자고등학교",481,465,6
49421,"F","울산광역시",9737,"효정중학교",478,471,9
6877,"F","전라남도",917,"문태고등학교",481,465,5
48897,"M","",21,"기타",478,472,8
78215,"F","인천광역시",636,"연성중학교",478,473,5
37645,"F","대전광역시",9311,"청란여자고등학교",481,466,NA
7758,"F","",21,"기타",479,471,91
78194,"F","대전광역시",723,"대전삼천중학교",477,472,79
62555,"M","인천광역시",997,"인천만수고등학교",481,463,3
76265,"F","인천광역시",68,"북인천여자중학교",478,471,96
69122,"F","경기도",14,"고양일고등학교",48,464,8
1336,"M","광주광역시",8741,"대자중학교",477,472,NA
4332,"F","",21,"기타",477,472,68
78198,"F","서울특별시",1223,"서울강서초등학교",7,472,95
3873,"F","경상남도",432,"마산여자고등학교",481,464,NA
76623,"M","서울특별시",33,"광남중학교",478,471,96
552,"F","인천광역시",7611,"인화여자고등학교",48,465,4
54678,"F","경기도",1136,"덕계중학교",477,471,1
78136,"M","강원도",9525,"진광고등학교",481,463,86
5799,"F","강원도",1735,"율곡중학교",479,471,97
63432,"F","경상북도",8571,"근화여자고등학교",48,464,8
7819,"F","강원도",1679,"북원여자중학교",479,472,1
7816,"M","서울특별시",7838,"강남중학교",479,471,NA
78188,"M","광주광역시",1789,"광주동성고등학교",48,465,8
78184,"F","대구광역시",893,"황금중학교",477,471,96
78185,"F","서울특별시",9987,"청원중학교",479,472,9
78181,"F","인천광역시",1221,"인천부내초등학교",698,471,7
78163,"M","대구광역시",7288,"청구중학교",479,472,89
76969,"F","서울특별시",1213,"매원초등학교",7,473,88
78176,"F","서울특별시",743,"목동고등학교",48,464,NA
78157,"F","경기도",313,"대신고등학교",481,466,73
77642,"F","인천광역시",8877,"인천명선초등학교",7,472,95
34722,"F","인천광역시",968,"인천여자고등학교",481,465,NA
78148,"F","경상남도",959,"진주여자고등학교",48,465,NA
66986,"F","서울특별시",146,"광영여자고등학교",482,463,89
1189,"F","",21,"기타",477,472,NA
59323,"M","경기도",9945,"매원고등학교",481,463,NA
7797,"F","경상북도",11239,"영해중학교",478,473,18
796,"F","인천광역시",11432,"인천서흥초등학교",7,472,8
78155,"F","경기도",8144,"송탄중학교",477,473,45
78161,"F","서울특별시",736,"신창중학교",479,471,1
66615,"M","경기도",85,"화정고등학교",48,464,29
693,"F","충청북도",8889,"중원중학교",477,472,78
7769,"F","부산광역시",872,"연일중학교",477,473,64
41525,"F","충청남도",8194,"환서중학교",479,472,NA
76673,"F","충청북도",1896,"충주여자중학교",477,471,9
77474,"F","경상남도",296,"개양중학교",477,472,8
77135,"F","울산광역시",941,"월평중학교",477,473,1
77585,"F","전라북도",12174,"정읍동초등학교",7,472,95
78147,"F","경기도",12,"모락중학교",478,472,96
78112,"M","서울특별시",7,"경신고등학교",481,463,85
71663,"F","경기도",11738,"송호초등학교",7,472,89
17383,"M","경기도",9715,"효명중학교",478,473,NA
28698,"F","서울특별시",9774,"한양대학교사범대학부속고등학교",48,464,NA
78137,"F","경상북도",5437,"안동서부초등학교",7,472,83
78139,"F","",21,"기타",478,473,3
71298,"F","경기도",246,"안화초등학교",699,472,9
74557,"F","경상남도",11981,"남양초등학교",7,471,1
53927,"F","서울특별시",39,"동덕여자고등학교",481,466,5
6722,"F","",21,"기타",479,472,79
78116,"M","서울특별시",7838,"강남중학교",479,471,NA
78133,"F","경상북도",472,"무산고등학교",481,466,33
21496,"F","울산광역시",16,"울산여자고등학교",481,464,NA
2963,"F","대구광역시",8996,"시지중학교",477,471,NA
34124,"F","",21,"기타",477,472,NA
73527,"M","서울특별시",995,"우신고등학교",48,466,45
78118,"F","전라남도",798,"순천강남여자고등학교",48,467,48
6822,"F","서울특별시",1356,"한가람고등학교",48,464,2
69928,"F","경상남도",6244,"토월초등학교",699,472,95
39886,"F","경상북도",8254,"영주여자중학교",479,473,NA
71132,"F","충청남도",3687,"대천초등학교",699,473,2
78125,"F","서울특별시",7772,"서울대은초등학교",7,471,1
7812,"F","",21,"기타",484,465,NA
6342,"F","서울특별시",739,"동일여자고등학교",481,467,NA
68927,"F","세종특별자치시",3311,"조치원여자중학교",478,473,4
78119,"F","경상남도",367,"양덕여자중학교",478,471,1
783,"M","경기도",1142,"의정부중학교",478,472,97
77656,"M","경기도",1189,"동국대학교사범대학부속영석고등학교",481,462,NA
75594,"F","서울특별시",771,"은성중학교",478,473,82
68879,"F","",21,"기타",477,471,98
12531,"M","경기도",8461,"심원고등학교",481,463,NA
71681,"F","경기도",1153,"대원중학교",477,472,8
62136,"F","경기도",1578,"용인삼계고등학교",48,463,95
77439,"F","전라남도",1864,"고흥점암중앙중학교",478,471,NA
69675,"F","인천광역시",11427,"인천진산초등학교",698,472,95
29676,"M","서울특별시",7,"경신고등학교",48,462,NA
66276,"F","",21,"기타",477,471,1
7787,"F","충청남도",3983,"천안백석초등학교",7,472,1
7817,"F","경기도",12194,"아람초등학교",7,472,95
7771,"F","",21,"기타",477,473,1
1619,"F","서울특별시",991,"서울월계초등학교",7,472,NA
7591,"M","인천광역시",997,"인천만수고등학교",48,465,3
7765,"F","경상북도",121,"진량고등학교",484,465,75
7523,"M","서울특별시",915,"상경중학교",477,473,18
7814,"F","전라남도",2499,"영광여자중학교",477,472,5
7894,"F","경상북도",2671,"동산여자중학교",477,472,5
16851,"F","",21,"기타",484,47,NA
781,"M","대구광역시",291,"대구고등학교",48,463,88
7764,"M","전라남도",12168,"현산남초등학교",699,472,82
7897,"F","광주광역시",1964,"전남여자상업고등학교",484,466,NA
7898,"F","경상북도",2724,"서라벌여자중학교",478,472,83
41975,"F","",21,"기타",484,463,NA
7119,"F","강원도",25,"강원대학교사범대학부설고등학교",481,464,7
5699,"F","부산광역시",7468,"부산과학고등학교",481,467,NA
7895,"M","울산광역시",12193,"태화초등학교",479,471,1
3341,"F","대전광역시",9311,"청란여자고등학교",481,463,NA
7891,"M","서울특별시",537,"보인고등학교",481,462,67
77149,"M","인천광역시",611,"산곡남중학교",478,471,96
4441,"M","서울특별시",1296,"충암고등학교",48,464,NA
7887,"M","서울특별시",11342,"서울중앙고등학교",48,464,86
7883,"M","광주광역시",149,"광주고등학교",48,462,NA
7884,"F","인천광역시",686,"석정여자고등학교",481,465,3
63812,"M","강원도",11334,"강원생활과학고등학교",48,466,56
68545,"M","서울특별시",1154,"경문고등학교",481,464,6
7879,"M","대전광역시",756,"남대전고등학교",481,463,7
781,"F","",21,"기타",48,465,8
7788,"F","서울특별시",169,"인창고등학교",479,471,1
72678,"F","서울특별시",639,"상암고등학교",48,464,77
629,"F","서울특별시",1223,"창덕여자고등학교",48,463,89
7877,"F","서울특별시",1241,"동작고등학교",48,465,7
7729,"F","대전광역시",1391,"대전이문고등학교",481,465,34
43272,"F","경기도",7999,"덕현중학교",478,472,NA
76419,"M","전라북도",9332,"군산고등학교",48,465,5
7853,"M","전라북도",3274,"전북중학교",477,472,95
7869,"M","",21,"기타",484,465,NA
11466,"F","전라남도",244,"목포정명여자중학교",479,472,NA
77848,"F","서울특별시",1254,"등촌고등학교",48,463,94
7863,"M","광주광역시",156,"광주석산고등학교",481,465,45
7854,"F","강원도",2,"강릉여자고등학교",48,466,4
7847,"M","서울특별시",77,"경일고등학교",481,464,75
65685,"M","서울특별시",918,"영동고등학교",48,465,87
7846,"M","대구광역시",7191,"경북고등학교",481,466,63
7843,"F","전라북도",188,"군산중앙여자고등학교",481,464,8
7834,"F","경기도",1147,"전곡초등학교",477,472,92
73396,"F","서울특별시",124,"방이중학교",477,473,78
